 number name
3785 2.30.30.630 
3786 2.30.30.640 
3787 2.30.30.650 
3788 2.30.30.660 "Protein of unknown function (DUF3539) "
3789 2.30.30.670 "Thioester domain "
3790 2.30.30.690 
3791 2.30.30.700 "SLA1 homology domain 1 "
3792 2.30.30.710 "Hepatitis C virus non-structural protein NS2, C-terminal domain "
3793 2.30.30.720 "Protein of unknown function (DUF3247) "
3794 2.30.30.730 
3795 2.30.30.750 
3796 2.30.30.760 
3797 2.30.30.770 
3798 2.30.30.780 
3799 2.30.30.790 
3800 2.30.30.810 
3801 2.30.30.830 
3802 2.30.30.850 
3803 2.30.30.870 "Pelota, domain A "
3804 2.30.30.880 
3805 2.30.30.910 
3806 2.30.30.930 
3807 2.30.30.940 
3808 2.30.30.970 
3809 2.30.30.980 
3810 2.30.30.990 "Malonyl-[acyl-carrier protein] O-methyltransferase, zinc-finger motif "
3811 2.30.30.1000 "Replicase polyprotein 1a "
3812 2.30.30.1020 "CCR4-NOT complex subunit 2/3/5, C-terminal domain "
3813 2.30.30.1040 
3814 2.30.30.1060 
3815 2.30.30.1130 
3816 2.30.30.1150 
3817 2.30.30.1160 
3818 2.30.30.1190 
3819 2.30.30.1210 "Domain of unknown function DUF1541 "
3820 2.30.30.1230 
3821 2.30.30.1240 "AscD, thumb domain, four stranded beta-sheet "
3822 2.30.30.1250 
3823 2.30.30.1260 
3824 2.30.30.1270 
3825 2.30.31.10 "Transcriptional Coactivator Pc4; Chain A "
3826 2.30.31.20 "Sporulation-specific cell division protein SsgB "
3827 2.30.31.30 "Arterivirus nps1beta, nuclease domain "
3828 2.30.31.40 
3829 2.30.31.50 "Borrelia outer surface protein E/F "
3830 2.30.31.70 
3831 2.30.32.30 "CBM10 "
3832 2.30.33.40 "GroES chaperonin "
3833 2.30.34.10 "Leishmanolysin domain 4 "
3834 2.30.36.70 "Actin; Chain A, domain 2 "
3835 2.30.36.90 
3836 2.30.36.100 
3837 2.30.38.10 "Luciferase; Domain 3 "
3838 2.30.39.10 "Alpha-1-antitrypsin, domain 1 "
3839 2.30.40.10 "Urease, subunit C, domain 1 "
3840 2.30.42.10 
3841 2.30.42.30 
3842 2.30.42.40 
3843 2.30.42.60 
3844 2.30.60.10 "Cyanovirin-N "
3845 2.30.90.10 "Heparin-binding Growth Factor, Midkine; Chain A- C-terminal Domain "
3846 2.30.110.10 "Electron Transport, Fmn-binding Protein; Chain A "
3847 2.30.110.20 "Hcp1-like "
3848 2.30.110.40 "Phage tail tube protein "
3849 2.30.110.50 
3850 2.30.110.70 
3851 2.30.120.10 
3852 2.30.130.10 "PUA domain "
3853 2.30.130.30 "Hypothetical protein. "
3854 2.30.130.40 "LON domain-like "
3855 2.30.130.50 
3856 2.30.130.60 
3857 2.30.130.100 
3858 2.30.130.110 
3859 2.30.130.120 
3860 2.30.140.10 "Spermidine synthase, tetramerisation domain "
3861 2.30.140.20 "Penicillin-binding protein 4, C-terminal domain "
3862 2.30.140.30 
3863 2.30.140.40 "Pestivirus Npro endopeptidase C53, interaction domain "
3864 2.30.140.50 "Protein of unknown function DUF2790 "
3865 2.30.150.10 "DNA-directed RNA polymerase, beta subunit, external 1 domain "
3866 2.30.160.11 
3867 2.30.170.10 
3868 2.30.170.20 "Ribosomal protein L24e "
3869 2.30.170.30 "ethanolamine ammonia-lyase heavy chain domain like "
3870 2.30.170.40 "Ribosomal protein L28/L24 "
3871 2.30.180.10 "FAS1 domain "
3872 2.30.210.10 "Leucyl-tRNA synthetase, domain 3 "
3873 2.30.220.10 "f41 fragment of flagellin, C-terminal domain "
3874 2.30.230.10 "Lipovitellin; beta-sheet shell regions, chain A "
3875 2.30.240.10 "At5g01610-like "
3876 2.30.250.10 "Aminopeptidase i, Domain 2 "
3877 2.30.260.10 "putative xylanase like domain "
3878 2.30.270.10 "duf1285 protein "
3879 2.30.270.20 
3880 2.30.280.10 "SRA-YDG "
3881 2.30.280.20 
3882 2.30.290.10 "BH3618-like "
3883 2.30.300.10 "Baseplate protein-like domain - beta roll fold "
3884 2.30.300.20 
3885 2.30.310.10 "ibrinogen binding protein from staphylococcus aureus domain "
3886 2.30.320.10 "YwqG-like "
3887 2.30.330.10 "SpoA-like "
3888 2.30.340.10 "PAZ domain superfamily "
3889 2.40.10.10 "Trypsin-like serine proteases "
3890 2.40.10.120 
3891 2.40.10.170 
3892 2.40.10.180 "Phage tail proteins "
3893 2.40.10.190 "translation elongation factor selb, chain A, domain 4 "
3894 2.40.10.200 "STY4665 C-terminal domain-like "
3895 2.40.10.210 "Phage tail proteins (gpFII-like) "
3896 2.40.10.220 "predicted glycosyltransferase like domains "
3897 2.40.10.230 "Probable tRNA pseudouridine synthase domain "
3898 2.40.10.240 "QueA-like "
3899 2.40.10.250 "Replicase NSP9 "
3900 2.40.10.270 "Bacteriophage SPP1 head-tail adaptor protein "
3901 2.40.10.300 "Copper resistance protein K "
3902 2.40.10.310 
3903 2.40.10.320 "Uncharacterised protein PF13642 yp_926445, N-terminal domain "
3904 2.40.10.330 
3905 2.40.10.340 "Rod shape-determining protein MreC, domain 1 "
3906 2.40.10.350 "Rod shape-determining protein MreC, domain 2 "
3907 2.40.10.360 
3908 2.40.10.370 "Protein of unknown function DUF3599 "
3909 2.40.10.380 
3910 2.40.10.390 
3911 2.40.10.410 "FlgT, C-terminal domain "
3912 2.40.10.430 
3913 2.40.10.480 
3914 2.40.10.500 
3915 2.40.10.510 
3916 2.40.10.520 
3917 2.40.15.10 "TCL1/MTCP1 "
3918 2.40.20.10 "Plasminogen Kringle 4 "
3919 2.40.30.10 "Translation factors "
3920 2.40.30.20 
3921 2.40.30.30 "Riboflavin kinase-like "
3922 2.40.30.40 "Peptidase M42, domain 2 "
3923 2.40.30.60 "RimM "
3924 2.40.30.70 "YaeB-like "
3925 2.40.30.80 "YkvR-like "
3926 2.40.30.90 "Bacterial fluorinating enzyme like "
3927 2.40.30.100 "AF2212/PG0164-like "
3928 2.40.30.110 "Aminomethyltransferase beta-barrel domains "
3929 2.40.30.120 "Positive stranded ssRNA viruses "
3930 2.40.30.130 
3931 2.40.30.140 
3932 2.40.30.150 "Bacteriophage T4, Gp27, baseplate hub, domain 3 "
3933 2.40.30.160 
3934 2.40.30.170 
3935 2.40.30.180 "Ubiquitin-activating enzyme E1, FCCH domain "
3936 2.40.30.190 
3937 2.40.30.200 
3938 2.40.30.210 
3939 2.40.30.220 "Photosystem II Psb28 "
3940 2.40.30.230 
3941 2.40.30.240 
3942 2.40.30.250 
3943 2.40.30.260 
3944 2.40.30.270 
3945 2.40.30.280 "Vibrio phage CTXphi pIII, N-terminal N1 domain "
3946 2.40.30.290 
3947 2.40.30.300 
3948 2.40.30.310 
3949 2.40.30.320 
3950 2.40.30.330 "Pre-mRNA cleavage complex subunit Clp1, C-terminal domain "
3951 2.40.33.10 "PK beta-barrel domain-like "
3952 2.40.33.20 "PK beta-barrel domain-like "
3953 2.40.33.40 "Phosphotransferase system, glucitol/sorbitol-specific IIA component "
3954 2.40.37.10 "Lyase, Ornithine Decarboxylase; Chain A, domain 1 "
3955 2.40.37.20 "D-serine dehydratase-like domain "
3956 2.40.37.30 
3957 2.40.40.10 "RlpA-like domain "
3958 2.40.40.20 
3959 2.40.40.50 "Ubiquitin fusion degradation protein UFD1, N-terminal domain "
3960 2.40.40.60 
3961 2.40.50.40 
3962 2.40.50.50 
3963 2.40.50.60 "Antifungal protein domain "
3964 2.40.50.70 
3965 2.40.50.90 
3966 2.40.50.100 
3967 2.40.50.110 
3968 2.40.50.120 
3969 2.40.50.140 "Nucleic acid-binding proteins "
3970 2.40.50.150 
3971 2.40.50.170 "Cysteine proteinases. Chain C "
3972 2.40.50.180 "CheA-289, Domain 4 "
3973 2.40.50.200 "Bacterial OB-fold "
3974 2.40.50.220 "EutN/Ccml "
3975 2.40.50.230 "Gp5 N-terminal domain "
3976 2.40.50.240 "NifT/FixU-like "
3977 2.40.50.250 "bipa protein "
3978 2.40.50.260 "Nucleic acid-binding protein domain "
3979 2.40.50.270 "transglycosylase MltA "
3980 2.40.50.290 
3981 2.40.50.300 
3982 2.40.50.320 "Copper binding periplasmic protein CusF "
3983 2.40.50.330 
3984 2.40.50.340 
3985 2.40.50.360 "RuvB-like helicase, domain II "
3986 2.40.50.390 "Conjugative transposon protein, DUF961 "
3987 2.40.50.400 "Lactococcus phage single-stranded DNA binding protein "
3988 2.40.50.420 "Envelope glycoprotein gp160, DUF2291, alpha/beta domain "
3989 2.40.50.430 
3990 2.40.50.450 
3991 2.40.50.460 
3992 2.40.50.470 
3993 2.40.50.480 
3994 2.40.50.500 "NigD-like N-terminal OB domain "
3995 2.40.50.510 
3996 2.40.50.540 
3997 2.40.50.550 
3998 2.40.50.580 
3999 2.40.50.590 
4000 2.40.50.610 "Type II restriction enzyme SfiI, DNA-recognition domain "
4001 2.40.50.630 
4002 2.40.50.640 
4003 2.40.50.650 
4004 2.40.50.660 
4005 2.40.50.670 
4006 2.40.50.690 
4007 2.40.50.700 
4008 2.40.50.710 
4009 2.40.50.730 
4010 2.40.50.740 
4011 2.40.50.770 "RecQ-mediated genome instability protein Rmi1, C-terminal domain "
4012 2.40.50.780 
4013 2.40.50.790 
4014 2.40.50.800 
4015 2.40.50.810 
4016 2.40.50.830 
4017 2.40.50.840 
4018 2.40.50.860 
4019 2.40.50.870 "Protein of unknown function (DUF3299) "
4020 2.40.50.880 
4021 2.40.50.910 "Type VII secretion system EccB, repeat 3 domain "
4022 2.40.50.930 
4023 2.40.50.960 
4024 2.40.50.990 
4025 2.40.50.1000 
4026 2.40.50.1010 
4027 2.40.50.1020 "LytTr DNA-binding domain "
4028 2.40.50.1040 
4029 2.40.50.1060 
4030 2.40.50.1070 
4031 2.40.70.10 "Acid Proteases "
4032 2.40.100.10 "Cyclophilin-like "
4033 2.40.100.20 
4034 2.40.110.10 "Butyryl-CoA Dehydrogenase, subunit A, domain 2 "
4035 2.40.110.20 
4036 2.40.128.10 
4037 2.40.128.20 
4038 2.40.128.30 "Avidin-like "
4039 2.40.128.50 
4040 2.40.128.80 "Cathepsin C, exclusion domain "
4041 2.40.128.90 "OMPT-like "
4042 2.40.128.100 "OPCA outer membrane adhesin/invasin "
4043 2.40.128.110 "Lipid/polyisoprenoid-binding, YceI-like "
4044 2.40.128.120 "Quinohemoprotein amine dehydrogenase alpha subunit, domain 2 "
4045 2.40.128.130 "Autotransporter beta-domain "
4046 2.40.128.140 "Outer membrane protein "
4047 2.40.128.150 "Cysteine proteinases "
4048 2.40.128.160 "C1 set domains (antibody constant domain-like) "
4049 2.40.128.180 
4050 2.40.128.190 
4051 2.40.128.200 
4052 2.40.128.210 "Pab87 octamerisation domain "
4053 2.40.128.220 
4054 2.40.128.230 "Pilot protein MxiM "
4055 2.40.128.240 
4056 2.40.128.250 
4057 2.40.128.260 "Type IV secretion system, VirB10/TraB/TrbI "
4058 2.40.128.270 
4059 2.40.128.280 
4060 2.40.128.290 "Uncharacterised protein Atu4866, PF11512 "
4061 2.40.128.300 
4062 2.40.128.310 "Protein HRI1, C-terminal domain "
4063 2.40.128.320 "Protein HRI1, N-terminal domain "
4064 2.40.128.330 
4065 2.40.128.340 
4066 2.40.128.350 
4067 2.40.128.360 
4068 2.40.128.370 
4069 2.40.128.380 "T3SS negative regulator GrlR "
4070 2.40.128.390 
4071 2.40.128.400 
4072 2.40.128.410 
4073 2.40.128.420 
4074 2.40.128.430 
4075 2.40.128.440 "Uncharacterised protein PF14274, DUF4361 "
4076 2.40.128.450 
4077 2.40.128.460 "Periplasmic lysozyme inhibitor of I-type lysozyme "
4078 2.40.128.470 
4079 2.40.128.480 "Rhodococcus equi virulence-associated protein "
4080 2.40.128.490 "Uncharacterised protein PF14869, DUF4488 "
4081 2.40.128.500 "YedD-like protein "
4082 2.40.128.510 "Protein of unknown function DUF4738 "
4083 2.40.128.520 
4084 2.40.128.530 
4085 2.40.128.540 "Domain of unknown function DUF4822 "
4086 2.40.128.570 "Protein of unknown function DUF4909 "
4087 2.40.128.580 "GXWXG domain "
4088 2.40.128.590 "CpcT/CpeT domain "
4089 2.40.128.600 
4090 2.40.128.620 
4091 2.40.128.630 
4092 2.40.128.640 
4093 2.40.128.650 
4094 2.40.128.660 "Uncharacterised protein PF15525, DUF4652 "
4095 2.40.128.680 
4096 2.40.128.690 "YycH protein, domain 3-like "
4097 2.40.128.700 
4098 2.40.128.710 "Surface-adhesin protein E "
4099 2.40.128.720 
4100 2.40.150.20 "Ribosomal protein L14 "
4101 2.40.155.10 "Green fluorescent protein "
4102 2.40.160.10 "Porin "
4103 2.40.160.20 
4104 2.40.160.30 "Photosystem II, cytochrome c-550 precursor "
4105 2.40.160.40 "monomeric porin ompg "
4106 2.40.160.50 "membrane protein fhac a member of the omp85/tpsb transporter family "
4107 2.40.160.60 "Outer membrane protein transport protein (OMPP1/FadL/TodX) "
4108 2.40.160.70 "outer membrane protein from Thermus thermophilus HB27. "
4109 2.40.160.90 
4110 2.40.160.100 
4111 2.40.160.110 
4112 2.40.160.120 
4113 2.40.160.130 "Capsule assembly protein Wzi "
4114 2.40.160.150 
4115 2.40.160.160 "Inverse autotransporter, beta-domain "
4116 2.40.160.170 
4117 2.40.160.180 "Carbohydrate-selective porin OprB "
4118 2.40.160.190 
4119 2.40.160.200 "LURP1-related "
4120 2.40.160.210 "Acyl-CoA thioesterase, double hotdog domain "
4121 2.40.160.220 
4122 2.40.170.10 "Porin, LamB type "
4123 2.40.170.20 "TonB-dependent receptor, beta-barrel domain "
4124 2.40.180.10 "Catalase core domain "
4125 2.40.200.10 "Telomere-binding Protein Beta Subunit; Chain "
4126 2.40.220.10 "Intramolecular Trans-sialidase; Domain 3 "
4127 2.40.230.10 "Phospholipase A1 "
4128 2.40.230.20 "Nucleoside-specific channel-forming protein, Tsx-like "
4129 2.40.240.10 "Ribosomal Protein L25; Chain P "
4130 2.40.240.20 "Hypothetical PUA domain-like; domain 1 "
4131 2.40.240.50 "Barwin-like endoglucanases "
4132 2.40.240.100 
4133 2.40.240.130 
4134 2.40.250.10 "Core binding factor, beta subunit "
4135 2.40.260.10 "Sortase "
4136 2.40.270.10 "DNA-directed RNA polymerase, subunit 2, domain 6 "
4137 2.40.280.10 
4138 2.40.290.10 
4139 2.40.290.20 
4140 2.40.290.30 "Mediator complex subunit 25, ACID domain "
4141 2.40.300.10 "Head decoration protein D "
4142 2.40.310.10 "beta-Barrel protease inhibitors "
4143 2.40.320.10 "Hypothetical Protein Pfu-838710-001 "
4144 2.40.330.10 "DNA-binding pseudobarrel domain "
4145 2.40.330.30 
4146 2.40.340.10 "MoeA, C-terminal, domain IV "
4147 2.40.350.10 "SO1590-like "
4148 2.40.350.20 
4149 2.40.360.10 "YmcC-like "
4150 2.40.360.20 
4151 2.40.370.10 "AttH-like domain "
4152 2.40.380.10 "FomD-like "
4153 2.40.390.10 "CV3147-like "
4154 2.40.400.10 "Acetoacetate decarboxylase-like "
4155 2.40.410.10 "putative membrane protein from Corynebacterium diphtheriae superfamily "
4156 2.40.420.10 "conserved putative lor/sdh protein from methanococcus maripaludis s2 domain "
4157 2.40.420.20 
4158 2.40.430.10 "D-maltodextrin-binding protein, MBP "
4159 2.40.440.10 "L,D-transpeptidase catalytic domain-like "
4160 2.40.450.10 "PUA domain-like domain "
4161 2.40.460.10 "Biotin dependent carboxylase carboxyltransferase "
4162 2.40.470.10 "catalase hpii domain "
4163 2.40.480.10 "Allene oxide cyclase-like "
4164 2.40.490.10 "Newcastle disease virus like domain "
4165 2.40.500.10 "Upper collar protein gp10 (connector protein) "
4166 2.40.510.10 "Positive stranded ssRNA viruses "
4167 2.50.10.10 "Bacteriochlorophyll A "
4168 2.50.20.10 "Lipoprotein localisation LolA/LolB/LppX "
4169 2.50.20.20 
4170 2.50.20.30 
4171 2.50.20.40 
4172 2.60.9.10 "Neurohypophysial hormone domain "
4173 2.60.11.10 "Cytochrome c oxidase, subunit Vb "
4174 2.60.15.10 "F0F1 ATP synthase delta/epsilon subunit, N-terminal "
4175 2.60.20.10 "Crystallins "
4176 2.60.20.20 
4177 2.60.20.30 
4178 2.60.20.40 
4179 2.60.30.10 "Methylamine/Aralkylamine dehydrogenase light chain "
4180 2.60.34.10 "Substrate Binding Domain Of DNAk; Chain A, domain 1 "
4181 2.60.34.20 
4182 2.60.34.30 "Competence, DNA-entry nuclease inhibitor, ComJ "
4183 2.60.40.10 "Immunoglobulins "
4184 2.60.40.20 "Alpha-amylase inhibitor "
4185 2.60.40.50 "TRAP-like "
4186 2.60.40.60 "Cadherins "
4187 2.60.40.150 "C2 domain "
4188 2.60.40.180 "Transthyretin/hydroxyisourate hydrolase domain "
4189 2.60.40.200 "Superoxide dismutase, copper/zinc binding domain "
4190 2.60.40.230 "Neocarzinostatin-like "
4191 2.60.40.290 
4192 2.60.40.340 "Rel homology domain (RHD), DNA-binding domain "
4193 2.60.40.350 
4194 2.60.40.380 "Purple acid phosphatase-like, N-terminal "
4195 2.60.40.420 "Cupredoxins - blue copper proteins "
4196 2.60.40.550 "Ecotin "
4197 2.60.40.630 "STAT transcription factor, DNA-binding domain "
4198 2.60.40.640 
4199 2.60.40.650 
4200 2.60.40.680 
4201 2.60.40.690 "Alpha-macroglobulin, receptor-binding domain "
4202 2.60.40.700 "Diphtheria toxin, receptor-binding domain "
4203 2.60.40.710 "Endoglucanase-like "
4204 2.60.40.720 
4205 2.60.40.730 "SOR catalytic domain "
4206 2.60.40.740 
4207 2.60.40.760 "Expansin, cellulose-binding-like domain "
4208 2.60.40.770 
4209 2.60.40.780 "von Hippel-Lindau disease tumour suppressor, beta domain "
4210 2.60.40.790 
4211 2.60.40.810 
4212 2.60.40.820 "Transcription factor, T-box "
4213 2.60.40.830 "Cytochrome f large domain "
4214 2.60.40.840 
4215 2.60.40.1080 
4216 2.60.40.1090 "Fimbrial-type adhesion domain "
4217 2.60.40.1110 
4218 2.60.40.1120 "Carboxypeptidase-like, regulatory domain "
4219 2.60.40.1130 "Rab geranylgeranyltransferase alpha-subunit, insert domain "
4220 2.60.40.1140 "Collagen-binding surface protein Cna, B-type domain "
4221 2.60.40.1150 
4222 2.60.40.1170 "Mu homology domain, subdomain B "
4223 2.60.40.1180 "Golgi alpha-mannosidase II "
4224 2.60.40.1190 
4225 2.60.40.1200 
4226 2.60.40.1210 "Cellobiose dehydrogenase, cytochrome domain "
4227 2.60.40.1220 
4228 2.60.40.1230 
4229 2.60.40.1240 
4230 2.60.40.1250 "Thiol disulfide interchange protein DsbD, N-terminal domain "
4231 2.60.40.1260 "Lamin Tail domain "
4232 2.60.40.1270 "Penicillin-binding protein Tp47, domain D "
4233 2.60.40.1280 
4234 2.60.40.1290 
4235 2.60.40.1300 "Penicillin-binding protein Tp47, domain C "
4236 2.60.40.1320 "SRS domain "
4237 2.60.40.1330 
4238 2.60.40.1340 "Chemokine-binding protein M3-like "
4239 2.60.40.1360 
4240 2.60.40.1370 "Bacterial adhesin receptor binding domain "
4241 2.60.40.1380 "E set domains; domain 4 "
4242 2.60.40.1390 "NDT80 DNA-binding domain "
4243 2.60.40.1400 "G protein-activated inward rectifier potassium channel 1 "
4244 2.60.40.1410 "Bacterial adhesins - F17c-type "
4245 2.60.40.1430 "Perfringolysin, domain 4 "
4246 2.60.40.1450 "LAG1, DNA binding domain "
4247 2.60.40.1460 "Integrin domains. Chain A, domain 2 "
4248 2.60.40.1470 "ApaG domain "
4249 2.60.40.1480 "Coatomer, gamma subunit, appendage domain "
4250 2.60.40.1490 "Histone chaperone ASF1-like "
4251 2.60.40.1500 "Glycosyl hydrolase domain; family 39 "
4252 2.60.40.1510 "ntegrin, alpha v. Chain A, domain 3 "
4253 2.60.40.1520 "Hemocyanin, C-terminal domain "
4254 2.60.40.1530 "ntegrin, alpha v. Chain A, domain 4 "
4255 2.60.40.1550 "SARS coronavirus X4 "
4256 2.60.40.1570 "Dr adhesin "
4257 2.60.40.1580 "Particulate methane monooxygenase, b subunit. Chain A, domain 3 "
4258 2.60.40.1590 "Peptidoglycan hydrolase domains "
4259 2.60.40.1600 "Smr-associated-like "
4260 2.60.40.1610 "Domain of unknown function DUF1254 "
4261 2.60.40.1620 "Lipoprotein YajI-like "
4262 2.60.40.1630 "bacillus anthracis domain "
4263 2.60.40.1640 "Conserved domain protein. "
4264 2.60.40.1650 "Porin MspA (Ig-like beta-sandwich domain) "
4265 2.60.40.1660 "Na, k-atpase alpha subunit. "
4266 2.60.40.1670 "beta-sandwich domain of Sec23/24 "
4267 2.60.40.1680 "4-oxalocrotonate tautomerase-like "
4268 2.60.40.1690 "Head and neck region of the ectodomain of NDV fusion glycoprotein "
4269 2.60.40.1700 "Protein-arginine deiminase, central domain "
4270 2.60.40.1710 "Subtilisin-like superfamily "
4271 2.60.40.1720 "Calcium-dependent cell adhesion molecule-1 "
4272 2.60.40.1730 "tricorn interacting facor f3 domain "
4273 2.60.40.1740 "hypothetical protein (bacova_03559) "
4274 2.60.40.1760 "glycosyl hydrolase (family 31) "
4275 2.60.40.1770 "ephrin a2 ectodomain "
4276 2.60.40.1780 "Carmovirus coat protein "
4277 2.60.40.1790 "Fungal immunomodulatory protein Fve "
4278 2.60.40.1800 
4279 2.60.40.1820 
4280 2.60.40.1830 "Phage tail base-plate Siphoviridae RBP, head domain "
4281 2.60.40.1840 
4282 2.60.40.1850 
4283 2.60.40.1860 "Protein-arginine deiminase, N-terminal domain "
4284 2.60.40.1870 
4285 2.60.40.1880 "Invasion associated locus B (IalB) protein "
4286 2.60.40.1890 "PCu(A)C copper chaperone "
4287 2.60.40.1900 "Beta-microseminoprotein (PSP94) domain "
4288 2.60.40.1910 
4289 2.60.40.1920 "Proteinaceous host-selective toxin ToxA "
4290 2.60.40.1930 
4291 2.60.40.1940 
4292 2.60.40.1960 
4293 2.60.40.1970 "YEATS domain "
4294 2.60.40.1980 
4295 2.60.40.1990 
4296 2.60.40.2000 
4297 2.60.40.2010 
4298 2.60.40.2020 
4299 2.60.40.2030 
4300 2.60.40.2040 "CFA/I fimbrial subunit E, pilin domain "
4301 2.60.40.2050 
4302 2.60.40.2060 
4303 2.60.40.2070 
4304 2.60.40.2080 
4305 2.60.40.2090 
4306 2.60.40.2100 
4307 2.60.40.2110 
4308 2.60.40.2120 
4309 2.60.40.2130 "F-spondin domain "
4310 2.60.40.2140 "Beta-1,3-glucan-recognition protein, N-terminal domain "
4311 2.60.40.2150 "Interleukin-17 receptor A/B, fibronectin-III-like domain 2 "
4312 2.60.40.2160 "Interleukin-17 receptor A/B, fibronectin-III-like domain 1 "
4313 2.60.40.2170 "Wnt, WIF domain "
4314 2.60.40.2180 
4315 2.60.40.2190 
4316 2.60.40.2200 
4317 2.60.40.2210 
4318 2.60.40.2220 
4319 2.60.40.2230 "Uncharacterised protein YcnI-like PF07987, DUF1775 "
4320 2.60.40.2240 "Acyl-CoA thioester hydrolase/BAAT N-terminal domain "
4321 2.60.40.2250 
4322 2.60.40.2260 
4323 2.60.40.2270 
4324 2.60.40.2280 "Heavy-metal resistance protein CzcE "
4325 2.60.40.2290 
4326 2.60.40.2300 "Neutral/alkaline non-lysosomal ceramidase, C-terminal domain "
4327 2.60.40.2310 
4328 2.60.40.2320 
4329 2.60.40.2340 
4330 2.60.40.2360 "Intracellular proteinase inhibitor BsuPI "
4331 2.60.40.2370 "NigD-like, C-terminal beta sandwich domain "
4332 2.60.40.2380 
4333 2.60.40.2390 
4334 2.60.40.2400 "Alphavirus E2 glycoprotein, domain C "
